Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Age group (product.metafields.shopify.age-group),Bracelet design (product.metafields.shopify.bracelet-design),Color (product.metafields.shopify.color-pattern),Earring design (product.metafields.shopify.earring-design),Jewelry material (product.metafields.shopify.jewelry-material),Jewelry type (product.metafields.shopify.jewelry-type),Ring design (product.metafields.shopify.ring-design),Ring size (product.metafields.shopify.ring-size),Stone shape (product.metafields.shopify.stone-shape),Target gender (product.metafields.shopify.target-gender),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
1-50-carat-three-stone-diamond-engagement-ring-1-carat-center-stone-with-0-25ct-side-diamonds-igi-certified-fine-jewelry,,,,,,,,,silver,,,1,,,,,,0.0,shopify,10,deny,manual,1050.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/81_3.jpg?v=1760574248,g,,,
1-50-carat-three-stone-diamond-engagement-ring-1-carat-center-stone-with-0-25ct-side-diamonds-igi-certified-fine-jewelry,,,,,,,,,silver,,,2,,,,,,0.0,shopify,10,deny,manual,1250.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/81_3.jpg?v=1760574248,g,,,
1-50-carat-three-stone-diamond-engagement-ring-1-carat-center-stone-with-0-25ct-side-diamonds-igi-certified-fine-jewelry,,,,,,,,,silver,,,3,,,,,,0.0,shopify,10,deny,manual,1450.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/81_3.jpg?v=1760574248,g,,,
elegant-7-carat-diamond-tennis-bracelet-in-14k-gold-igi-certified,Elegant 7 Carat Diamond Tennis Bracelet in 14K Gold – IGI Certified,"<p data-start=""227"" data-end=""514"">Add timeless sophistication to your jewelry collection with this stunning <strong data-start=""301"" data-end=""328"">Diamond Tennis Bracelet</strong>, crafted in luxurious <strong data-start=""351"" data-end=""363"">14K gold</strong> and set with <strong data-start=""377"" data-end=""411"">7 carats of brilliant diamonds</strong>. Designed to sparkle with elegance, this bracelet is a versatile statement piece for every occasion.</p>
<p data-start=""518"" data-end=""554""><strong data-start=""518"" data-end=""537"">Diamond Weight:</strong> 7 carats total</p>
<p data-start=""557"" data-end=""584""><strong data-start=""557"" data-end=""573"">Gold Weight:</strong> 12 grams</p>
<p data-start=""587"" data-end=""609""><strong data-start=""587"" data-end=""603"">Gold Purity:</strong> 14K</p>
<p data-start=""612"" data-end=""670""><strong data-start=""612"" data-end=""633"">Available Colors:</strong> Yellow Gold, Rose Gold, White Gold</p>
<p data-start=""673"" data-end=""726""><strong data-start=""673"" data-end=""692"">Length Options:</strong> Customizable to your preference</p>
<p data-start=""729"" data-end=""802""><strong data-start=""729"" data-end=""747"">Certification:</strong> IGI Certified for authenticity and quality assurance</p>
<p data-start=""805"" data-end=""863""><strong data-start=""805"" data-end=""825"">Production Time:</strong> Made-to-order in 10–15 working days</p>
<p data-start=""865"" data-end=""1003"">Perfectly balancing luxury and style, this bracelet makes an extraordinary gift or a must-have addition to your fine jewelry collection.</p>",Surat Diamond,Apparel & Accessories > Jewelry > Bracelets,"","14k_bracelet, Anniversary_Gift, Gift_for_her, luxury_jewelry, white_gold_bracelet",true,Metal,rose-gold,product.metafields.shopify.color-pattern,,,,,,,,0.0,shopify,10,deny,manual,2999.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0921/1261/7815/files/GLBR-0043-01_W-_viwe4.png?v=1759481653,1,"",false,,,,,,,,,,,,,,,,adults,bangle; tennis,rose-gold; yellow-gold; silver,,gold; diamond,fine-jewelry,,,,female,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/GLBR-0043-01_R-_viwe4_61c685bf-b207-4a33-a2f4-15211b34240e.png?v=1759481653,g,,,active
elegant-7-carat-diamond-tennis-bracelet-in-14k-gold-igi-certified,,,,,,,,,yellow-gold,,,,,,,,,0.0,shopify,10,deny,manual,2999.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0921/1261/7815/files/GLBR-0043-01_W-_viwe1.png?v=1759481653,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/GLBR-0043-01_Y-_viwe4.png?v=1759481653,g,,,
elegant-7-carat-diamond-tennis-bracelet-in-14k-gold-igi-certified,,,,,,,,,silver,,,,,,,,,0.0,shopify,10,deny,manual,2999.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0921/1261/7815/files/GLBR-0043-01_W-_viwe2.png?v=1759481653,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/GLBR-0043-01_W-_viwe4.png?v=1759481653,g,,,
elegant-7-carat-diamond-tennis-bracelet-in-14k-gold-igi-certified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/GLBR-0043-01_W-_viwe3.png?v=1759481653,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
elegant-7-carat-diamond-tennis-bracelet-in-14k-gold-igi-certified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/GLBR-0043-01_R-_viwe4_61c685bf-b207-4a33-a2f4-15211b34240e.png?v=1759481653,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
elegant-7-carat-diamond-tennis-bracelet-in-14k-gold-igi-certified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/GLBR-0043-01_Y-_viwe4.png?v=1759481653,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
luxury-8-carat-cushion-cut-diamond-tennis-bracelet-in-14k-gold-igi-certified,Luxury 8 Carat Cushion Cut Diamond Tennis Bracelet in 14K Gold – IGI Certified,"<p data-start=""229"" data-end=""422"">Elevate your jewelry collection with this exquisite <strong data-start=""281"" data-end=""308"">Diamond Tennis Bracelet</strong>, meticulously crafted in <strong data-start=""334"" data-end=""346"">14K gold</strong> and set with a dazzling <strong data-start=""371"" data-end=""419"">8 carat total weight of cushion-cut diamonds</strong>.</p>
<p data-start=""426"" data-end=""453""><strong data-start=""426"" data-end=""442"">Gold Weight:</strong> 13 grams</p>
<p data-start=""456"" data-end=""514""><strong data-start=""456"" data-end=""477"">Available Colors:</strong> Yellow Gold, Rose Gold, White Gold</p>
<p data-start=""517"" data-end=""574""><strong data-start=""517"" data-end=""536"">Length Options:</strong> Customizable to your preferred size</p>
<p data-start=""577"" data-end=""650""><strong data-start=""577"" data-end=""595"">Certification:</strong> IGI Certified for authenticity and quality assurance</p>
<p data-start=""653"" data-end=""711""><strong data-start=""653"" data-end=""673"">Production Time:</strong> Made-to-order in 10–15 working days</p>
<p data-start=""713"" data-end=""873"">This bracelet’s timeless elegance, brilliant sparkle, and customizable options make it the perfect choice for a luxurious statement piece or a cherished gift.</p>",Surat Diamond,Apparel & Accessories > Jewelry > Bracelets,"","14k_bracelet, Anniversary_Gift, luxury_jewelry, white_gold_bracelet",true,Metal,rose-gold,product.metafields.shopify.color-pattern,,,,,,,,0.0,shopify,10,deny,manual,3499.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0921/1261/7815/files/GLBR-0042-01_W-_viwe4_4974c253-2ab0-4f15-83c5-4b42467baa55.png?v=1759478374,1,"",false,,,,,,,,,,,,,,,,adults,tennis,rose-gold; yellow-gold; silver,,gold; diamond,fine-jewelry,,,,female,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/GLBR-0042-01_R-_viwe4_0708c59f-f719-4688-903c-267794fe37d6.png?v=1759478374,g,,,active
luxury-8-carat-cushion-cut-diamond-tennis-bracelet-in-14k-gold-igi-certified,,,,,,,,,yellow-gold,,,,,,,,,0.0,shopify,10,deny,manual,3499.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0921/1261/7815/files/GLBR-0042-01_W-_viwe1_c41def1c-1c40-4763-9bca-9362375fb1c8.png?v=1759478374,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/GLBR-0042-01_Y-_viwe4_4efe0417-587d-45e1-a172-c71d67d9201b.png?v=1759478374,g,,,
luxury-8-carat-cushion-cut-diamond-tennis-bracelet-in-14k-gold-igi-certified,,,,,,,,,silver,,,,,,,,,0.0,shopify,10,deny,manual,3499.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0921/1261/7815/files/GLBR-0042-01_W-_viwe2_e95f03d4-ba54-45de-8563-a0488d45b7a8.png?v=1759478374,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/GLBR-0042-01_W-_viwe4_4974c253-2ab0-4f15-83c5-4b42467baa55.png?v=1759478374,g,,,
luxury-8-carat-cushion-cut-diamond-tennis-bracelet-in-14k-gold-igi-certified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/GLBR-0042-01_W-_viwe3_75829115-084e-49e7-b8b8-913dd0655e9e.png?v=1759478374,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
luxury-8-carat-cushion-cut-diamond-tennis-bracelet-in-14k-gold-igi-certified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/GLBR-0042-01_R-_viwe4_0708c59f-f719-4688-903c-267794fe37d6.png?v=1759478374,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
luxury-8-carat-cushion-cut-diamond-tennis-bracelet-in-14k-gold-igi-certified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/GLBR-0042-01_Y-_viwe4_4efe0417-587d-45e1-a172-c71d67d9201b.png?v=1759478374,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8-carat-diamond-tennis-bracelet-14k-gold-igi-certified,8 Carat Diamond Tennis Bracelet | 14K Gold | IGI Certified,"<p data-start=""333"" data-end=""627"">Add timeless elegance to your jewelry collection with this <strong data-start=""392"" data-end=""427"">8 Carat Diamond Tennis Bracelet</strong>, featuring <strong data-start=""439"" data-end=""464"">32 brilliant diamonds</strong> set in <strong data-start=""472"" data-end=""484"">14K gold</strong> with a total weight of <strong data-start=""508"" data-end=""520"">14 grams</strong>. Designed for those who appreciate sophistication and sparkle, this bracelet is a true symbol of luxury.</p>
<p data-start=""629"" data-end=""873"">Available in **three stunning gold tones—Yellow, White, and Rose Gold—**this bracelet is versatile and stylish for every occasion. Each piece comes with an <strong data-start=""785"" data-end=""814"">authentic IGI certificate</strong>, ensuring the quality and authenticity of your diamonds.</p>
<p data-start=""875"" data-end=""1025"">Expertly handcrafted, this bracelet requires a <strong data-start=""922"" data-end=""963"">production time of 10–15 working days</strong>, ensuring meticulous attention to detail and craftsmanship.</p>
<p data-start=""1027"" data-end=""1048"">✨ <strong data-start=""1029"" data-end=""1046"">Key Features:</strong></p>
<p data-start=""1051"" data-end=""1087"">Total Diamond Weight: <strong data-start=""1073"" data-end=""1085"">8 Carats</strong></p>
<p data-start=""1090"" data-end=""1118"">Total Diamonds: <strong data-start=""1106"" data-end=""1116"">32 pcs</strong></p>
<p data-start=""1121"" data-end=""1145"">Gold Weight: <strong data-start=""1134"" data-end=""1143"">14 gm</strong></p>
<p data-start=""1148"" data-end=""1170"">Gold Purity: <strong data-start=""1161"" data-end=""1168"">14K</strong></p>
<p data-start=""1173"" data-end=""1217"">Available in <strong data-start=""1186"" data-end=""1215"">Yellow, White &amp; Rose Gold</strong></p>
<p data-start=""1220"" data-end=""1254"">Certification: <strong data-start=""1235"" data-end=""1252"">IGI Certified</strong></p>
<p data-start=""1257"" data-end=""1298"">Production Time: <strong data-start=""1274"" data-end=""1296"">10–15 working days</strong></p>
<p data-start=""1300"" data-end=""1497"">Elegant, radiant, and timeless—this <strong data-start=""1336"" data-end=""1363"">diamond tennis bracelet</strong> makes the perfect luxury accessory for weddings, anniversaries, and special celebrations, or as a precious gift for your loved one.</p>",Surat Diamond,Apparel & Accessories > Jewelry > Bracelets,"","",true,Color,yellow-gold,product.metafields.shopify.color-pattern,,,,,,,,0.0,shopify,10,deny,manual,3299.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0921/1261/7815/files/GLBR-0041-01_W-_viwe4.png?v=1759473536,1,"",false,,,,,adult,,,,,,,,,,,adults,tennis,yellow-gold; rose-gold; silver,,diamond; gold,fine-jewelry,,,,female,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/GLBR-0041-01_Y-_viwe4.png?v=1759473536,g,,,active
8-carat-diamond-tennis-bracelet-14k-gold-igi-certified,,,,,,,,,rose-gold,,,,,,,,,0.0,shopify,10,deny,manual,3299.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0921/1261/7815/files/GLBR-0041-01_W-_viwe1.png?v=1759473536,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/GLBR-0041-01_R-_viwe4.png?v=1759473536,g,,,
8-carat-diamond-tennis-bracelet-14k-gold-igi-certified,,,,,,,,,silver,,,,,,,,,0.0,shopify,10,deny,manual,3299.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0921/1261/7815/files/GLBR-0041-01_W-_viwe2.png?v=1759473536,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/GLBR-0041-01_W-_viwe4.png?v=1759473536,g,,,
8-carat-diamond-tennis-bracelet-14k-gold-igi-certified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/GLBR-0041-01_W-_viwe3.png?v=1759473536,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8-carat-diamond-tennis-bracelet-14k-gold-igi-certified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/GLBR-0041-01_Y-_viwe4.png?v=1759473536,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8-carat-diamond-tennis-bracelet-14k-gold-igi-certified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/GLBR-0041-01_R-_viwe4.png?v=1759473536,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8-carat-emerald-cut-diamond-bracelet-42-diamonds-14k-gold-igi-certified,8 Carat Emerald Cut Diamond Bracelet | 42 Diamonds | 14K Gold | IGI Certified,"<p data-start=""400"" data-end=""666"">Add a touch of sophistication to your collection with this <strong data-start=""459"" data-end=""499"">8 Carat Emerald Cut Diamond Bracelet</strong>, crafted with <strong data-start=""514"" data-end=""550"">42 dazzling emerald-cut diamonds</strong>. Set in <strong data-start=""559"" data-end=""571"">14K gold</strong> weighing <strong data-start=""581"" data-end=""596"">15.30 grams</strong>, this bracelet perfectly balances brilliance, elegance, and luxury.</p>
<p data-start=""668"" data-end=""909"">Each bracelet is certified by <strong data-start=""698"" data-end=""705"">IGI</strong>, guaranteeing the authenticity and quality of your diamonds. Available in **three classic gold tones—Yellow, White, and Rose Gold—**this bracelet complements every style, from timeless to contemporary.</p>
<p data-start=""911"" data-end=""1134"">The bracelet comes with an <strong data-start=""938"" data-end=""964"">adjustable size option</strong> for a comfortable, personalized fit. Each piece is made to order, with a <strong data-start=""1038"" data-end=""1079"">production time of 10–15 working days</strong>, ensuring exceptional craftsmanship and exclusivity.</p>
<p data-start=""1136"" data-end=""1157"">✨ <strong data-start=""1138"" data-end=""1155"">Key Features:</strong></p>
<p data-start=""1160"" data-end=""1196"">Total Diamond Weight: <strong data-start=""1182"" data-end=""1194"">8 Carats</strong></p>
<p data-start=""1199"" data-end=""1231"">Diamond Shape: <strong data-start=""1214"" data-end=""1229"">Emerald Cut</strong></p>
<p data-start=""1234"" data-end=""1262"">Total Diamonds: <strong data-start=""1250"" data-end=""1260"">42 pcs</strong></p>
<p data-start=""1265"" data-end=""1292"">Gold Weight: <strong data-start=""1278"" data-end=""1290"">15.30 gm</strong></p>
<p data-start=""1295"" data-end=""1317"">Gold Purity: <strong data-start=""1308"" data-end=""1315"">14K</strong></p>
<p data-start=""1320"" data-end=""1364"">Available in <strong data-start=""1333"" data-end=""1362"">Yellow, White &amp; Rose Gold</strong></p>
<p data-start=""1367"" data-end=""1398""><strong data-start=""1367"" data-end=""1396"">Adjustable size available</strong></p>
<p data-start=""1401"" data-end=""1442"">Production Time: <strong data-start=""1418"" data-end=""1440"">10–15 working days</strong></p>
<p data-start=""1445"" data-end=""1479"">Certification: <strong data-start=""1460"" data-end=""1477"">IGI Certified</strong></p>
<p data-start=""1481"" data-end=""1624"">This elegant <strong data-start=""1494"" data-end=""1526"">emerald-cut diamond bracelet</strong> is a timeless treasure—perfect for weddings, special occasions, or as a meaningful luxury gift.</p>",Surat Diamond,Apparel & Accessories > Jewelry > Bracelets,"","",true,Color,yellow-gold,product.metafields.shopify.color-pattern,,,,,,,,0.0,shopify,10,deny,manual,3299.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0921/1261/7815/files/GLBR-0039-01_W-_viwe4.png?v=1759450451,1,"",false,,,,,,,,,,,,,,,,adults,tennis,yellow-gold; rose-gold; silver,,diamond; gold,fine-jewelry,,,,female; unisex,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/GLBR-0039-01_Y-_viwe4.png?v=1759450451,g,,,active
8-carat-emerald-cut-diamond-bracelet-42-diamonds-14k-gold-igi-certified,,,,,,,,,rose-gold,,,,,,,,,0.0,shopify,10,deny,manual,3299.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0921/1261/7815/files/GLBR-0039-01_W-_viwe1.png?v=1759450451,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/GLBR-0039-01_R-_viwe4.png?v=1759450451,g,,,
8-carat-emerald-cut-diamond-bracelet-42-diamonds-14k-gold-igi-certified,,,,,,,,,silver,,,,,,,,,0.0,shopify,10,deny,manual,3299.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0921/1261/7815/files/GLBR-0039-01_W-_viwe2.png?v=1759450451,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/GLBR-0039-01_W-_viwe4.png?v=1759450451,g,,,
8-carat-emerald-cut-diamond-bracelet-42-diamonds-14k-gold-igi-certified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/GLBR-0039-01_W-_viwe3.png?v=1759450451,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8-carat-emerald-cut-diamond-bracelet-42-diamonds-14k-gold-igi-certified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/GLBR-0039-01_R-_viwe4.png?v=1759450451,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8-carat-emerald-cut-diamond-bracelet-42-diamonds-14k-gold-igi-certified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/GLBR-0039-01_Y-_viwe4.png?v=1759450451,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-carat-diamond-bracelet-14k-gold-round-emerald-cut-custom-length-igi-certified,13 Carat Diamond Bracelet | 14K Gold | Round & Emerald Cut | Custom Length | IGI Certified,"<p data-start=""373"" data-end=""649"">Indulge in timeless luxury with this <strong data-start=""410"" data-end=""439"">13 Carat Diamond Bracelet</strong>, masterfully crafted in <strong data-start=""464"" data-end=""476"">14K gold</strong> weighing <strong data-start=""486"" data-end=""501"">15.20 grams</strong>. Adorned with a dazzling mix of <strong data-start=""534"" data-end=""568"">round and emerald cut diamonds</strong>, this bracelet is designed to capture brilliance and elegance in every detail.</p>
<p data-start=""651"" data-end=""890"">Each piece is accompanied by an <strong data-start=""683"" data-end=""712"">authentic IGI certificate</strong>, assuring the quality and authenticity of your diamonds. Available in **three gold options—Yellow, White, and Rose Gold—**this bracelet is a versatile choice for any occasion.</p>
<p data-start=""892"" data-end=""1122"">To ensure the perfect fit, the <strong data-start=""923"" data-end=""989"">bracelet length can be customized according to your preference</strong>. Each bracelet is made to order with a <strong data-start=""1029"" data-end=""1070"">production time of 10–15 working days</strong>, offering you both exclusivity and craftsmanship.</p>
<p data-start=""1124"" data-end=""1145"">✨ <strong data-start=""1126"" data-end=""1143"">Key Features:</strong></p>
<p data-start=""1148"" data-end=""1185"">Total Diamond Weight: <strong data-start=""1170"" data-end=""1183"">13 Carats</strong></p>
<p data-start=""1188"" data-end=""1223"">Diamond Cuts: <strong data-start=""1202"" data-end=""1221"">Round &amp; Emerald</strong></p>
<p data-start=""1226"" data-end=""1253"">Gold Weight: <strong data-start=""1239"" data-end=""1251"">15.20 gm</strong></p>
<p data-start=""1256"" data-end=""1278"">Gold Purity: <strong data-start=""1269"" data-end=""1276"">14K</strong></p>
<p data-start=""1281"" data-end=""1325"">Available in <strong data-start=""1294"" data-end=""1323"">Yellow, White &amp; Rose Gold</strong></p>
<p data-start=""1328"" data-end=""1363""><strong data-start=""1328"" data-end=""1361"">Customizable length available</strong></p>
<p data-start=""1366"" data-end=""1407"">Production Time: <strong data-start=""1383"" data-end=""1405"">10–15 working days</strong></p>
<p data-start=""1410"" data-end=""1444"">Certification: <strong data-start=""1425"" data-end=""1442"">IGI Certified</strong></p>
<p data-start=""1446"" data-end=""1596"">This bracelet is the ultimate expression of sophistication and luxury, making it a perfect choice for weddings, celebrations, or as a timeless gift.</p>",Surat Diamond,Apparel & Accessories > Jewelry > Bracelets,"","",true,Metal,rose-gold,product.metafields.shopify.color-pattern,,,,,,,,0.0,shopify,10,deny,manual,4649.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0921/1261/7815/files/GLBR-0040-01_W-_viwe4.png?v=1759446666,1,"",false,,,,,,,,,,,,,,,,adults,beaded,rose-gold; yellow-gold; silver,,gold; diamond,fine-jewelry,,,,female,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/GLBR-0040-01_R-_viwe4.png?v=1759446666,g,,,active
13-carat-diamond-bracelet-14k-gold-round-emerald-cut-custom-length-igi-certified,,,,,,,,,yellow-gold,,,,,,,,,0.0,shopify,10,deny,manual,4649.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0921/1261/7815/files/GLBR-0040-01_W-_viwe1.png?v=1759446666,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/GLBR-0040-01_Y-_viwe4.png?v=1759446666,g,,,
13-carat-diamond-bracelet-14k-gold-round-emerald-cut-custom-length-igi-certified,,,,,,,,,silver,,,,,,,,,0.0,shopify,10,deny,manual,4649.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0921/1261/7815/files/GLBR-0040-01_W-_viwe2.png?v=1759446666,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/GLBR-0040-01_W-_viwe4.png?v=1759446666,g,,,
13-carat-diamond-bracelet-14k-gold-round-emerald-cut-custom-length-igi-certified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/GLBR-0040-01_W-_viwe3.png?v=1759446666,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-carat-diamond-bracelet-14k-gold-round-emerald-cut-custom-length-igi-certified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/GLBR-0040-01_R-_viwe4.png?v=1759446666,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-carat-diamond-bracelet-14k-gold-round-emerald-cut-custom-length-igi-certified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/GLBR-0040-01_Y-_viwe4.png?v=1759446666,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
